ID;nomArch;coteArch;dateEntree;nature;modeEntree;servProd;typeProd;activiteProd;descContenu;natureSupport;mlEntree;nbreArt
1175;Archives municipales d'Avignon;8Fi;24/05/2018;Archives privées;Achat;;;Album de photos aériennes;Album de photos aériennes d'Avignon et sa région, photographies réalisées dans les années 1930.;;0,05;1
1176;Archives municipales d'Avignon;7Fi;31/05/2018;Archives privées;Achat;;;Lot de photographies;Lot de 9 photographies dont six photos de classe du lycée Saint-Joseph (1967-1973) et un tirage colorisé d'un panorama d'Avignon.;;0,05;9
1177;Archives municipales d'Avignon;10Fi;24/05/2018;Archives privées;Achat;;;Lot de photographies montées sur planches;Lot d'environ 40 photographies montées sur 4 planches et probablement distraites d'un album ou porte-folio réalisé par un collectionneur ou photographe britannique.;;0,05;40
1194;Archives municipales d'Avignon;152Fi;31/12/2017;Archives privées;Achat;;;Fonds René George;Fonds photographique de M. René George portant sur la Camargue, la Provence, la bouvine etc. et comportant une partie des images de son père, également prénommé René.;;6;5000
1199;Archives municipales d'Avignon;1Fi;07/11/2017;Archives privées;Achat;;;Lot de journaux et gravures anciennes;Centenaire de Pétrarque (1874), enlèvement d'une écolière (1893), transfert de prisonniers d'Avignon (1900), tentative d'assassinat sur un facteur à Avignon (1898), le cloître des célestins d'Avignon (1903), procession jubilaire des pénitents gris (1876), le concours régional d'Avignon (1875), les inondations d'Avignon (1872).;;0,05;8
1200;Archives municipales d'Avignon;2Fi;07/11/2017;Archives privées;Achat;;;Phototypie de journal;La destruction de la porte de l'Oulle (1900);;0,01;1
1201;Archives municipales d'Avignon;BP30-31;03/05/2017;Archives privées;Achat;;;Ouvrage imprimé Révolution;Mémoire sur la Révolution d'Avignon et du Comtat-Venaissin, 2 volumes, 1793.;;0,1;2
1202;Archives municipales d'Avignon;BP;30/11/2016;Archives privées;Achat;;;Ouvrages patrimoniaux;"Statuts de la cité d'Avignon, édition de 1617 ; Recueil panégyrique de Saint-Agricol, 1755-1756.";;0,15;2
1203;Archives municipales d'Avignon;BP;07/07/2017;Archives privées;Achat;;;Ouvrage patrimonial;Voyage pittoresque et navigation sur une partie du Rhône, 1795;;0,02;1
1204;Archives municipales d'Avignon;1Fi 39-40;06/10/2017;Archives privées;Achat;;;Documents iconographiques;"Affiche publicitaire  Grivolas, Magny de la guinguette du lapin blanc ; Diplôme du prix de la Croix-Rouge française décerné à Arnaud de Fabre, 1886.";;0,01;2
1205;Archives municipales d'Avignon;1Z75;06/10/2017;Archives privées;Achat;;;Lot archives famille Barbantan;Dossier de pièces manuscrites, dessins et photographies en lien avec Charles et Baston Barbantan. Provient de la collection Della-Casa Prévot.;;0,05;1
1206;Archives municipales d'Avignon;1Z76;06/10/2017;Archives privées;Achat;;;Lot de documents Prévot;Lot d'archives minuscules provenant des collections Della Casa Prévot.;;0,05;1
1208;Archives municipales d'Avignon;146Fi;06/10/2017;Archives privées;Achat;;;Lot de documents iconographiques;Publicité maison Saïn, publicité de la maison Cazot, carte d'entrée au meeting aérien de la course Paris-Rome, Ex-libris de Philippe Prévot, Portrait de Félix Goumarre, gravure allemande du pont d'Avignon.;;0,01;6
1235;Archives municipales d'Avignon;1Z80;30/11/2018;Archives privées;Achat;;;Archives familles Valayer et Cloix;Lot de documents provenant de l'immeuble du 19 rue de la Croix et concernant la famille Valayer et plus particulièrement l'ancien maire d'Avignon, Louis Valayer, mais aussi la famille du général Cloix qui vécut à la même adresse.;;0,1;1
1244;Archives municipales d'Avignon;2Fi176;22/01/2019;Archives privées;Achat;;;Aquarelle de Jean-Baptiste Brunel datée de 1910;Aquarelle de Brunel représentant la façade du palais des papes telle qu'elle existait en 1854;;0,01;1
1245;Archives municipales d'Avignon;6Fi1276;11/02/2019;Archives privées;Achat;;;Photographie d'une devanture de commerce;Photographie d'une devanture d'un café restaurant, pension ouvrière et chambres pour voyageurs;;0,01;1
1246;Archives municipales d'Avignon;158Fi;30/11/2018;Archives privées;Achat;;;Lot de 67 estampes et dessins;Lot de 67 estampes, dessins provenant des collections de M. Alain Maureau décédé en 2018.;;0,1;67
1254;Archives municipales d'Avignon;;21/02/2019;Archives privées;Achat;;;Fonds du photographe Thomas Bohl;"Séries de photographies numériques ""les portes d'Avignon"" et ""les rues d'Avignon"".";;0;0
1266;Archives municipales d'Avignon;1Z;02/04/2019;Archives privées;Achat;;;Manuscrit d'Honorati;Cahier manuscrit et probablement autographe de M. D'Honorati relatant les événements vécus ou vus de 1789 à 1807 environ. Papier, 48 pages dont 26 vierges.;;0,01;1
1282;Archives municipales d'Avignon;7Fi;06/07/2018;Archives privées;Achat;;;Boyer, Françoise;20 photographies ballet Maurice Béjart festival d'Avignon par Brigitte Khitrick.;;0;20
1355;Archives municipales d'Avignon;Bibliothèque;28/05/2019;Archives privées;Achat;;;Libraire Teissedre - ouvrages anciens;"Pièces imprimées d'un procès (Artaud vs Pigeon) ; Tiré à part de Fournier sur une corporation d'étudiants à Avignon en 1441 ; Tiré à part de Ourliac sur le droit des personnes à Avignon au XVe siècle.";;0,01;3
1357;Archives municipales d'Avignon;1Z84;07/11/2017;Archives privées;Achat;;;Librairie Laffitte - manuscrit époque révolutionnaire;"Petit cahier manuscrit établissant les ""Numéros des isles des maisons de la Ville d'Avignon"". Le vendeur l'indique comme pouvant être des années 1830. On peut plutôt l'estimer de la période révolutionnaire (graphie et terminologie).";;0,01;1
605;Archives municipales d'Avignon;3Fi;30/12/2008;Archives privées;Collecte;;;Plan du quartier de Montfavet, 2008;Plan du quartier de Montfavet réalisé par la société Aquatinte à Montfavet.;;0;1
606;Archives municipales d'Avignon;3Fi;31/12/1989;Archives privées;Collecte;;;Plan de la commune de Villeneuve-les-Avignon, 1989.;Plan commercial de la commune de Villeneuve-les-Avignon, 1989.;;0,01;1
995;Archives municipales d'Avignon;1Fi;10/06/2016;Archives privées;Collecte;;;Affiches de l'Ecole des Beaux-Arts;2 affiches de l'école des Beaux-Arts d'Avignon collectées sur mur.;;0,02;2
1011;Archives municipales d'Avignon;4Fi;13/06/2016;Archives privées;Collecte;;;Lot de 5 plans d'Avignon.;Lot de 5 plans d'Avignon réalisés en 2015;;0,01;4
1012;Archives municipales d'Avignon;3Fi;13/06/2016;Archives privées;Collecte;;;Lot de 7 plans d'Avignon.;Lot de 7 plans de la ville d'Avignon collectés en 2015.;;0,01;7
1018;Archives municipales d'Avignon;2Fi;31/12/2015;Archives privées;Collecte;;;Lot d'archives minuscules;Lot d'archives minuscules : six électrocopies de dessins collés sur des murs de la ville.;;0,01;6
1019;Archives municipales d'Avignon;1Fi;31/12/2015;Archives privées;Collecte;;;1 archive minuscule;1 archive minuscule : poème électrocopié et collé sur mur de la Ville.;;0,01;1
7;Archives municipales d'Avignon;69Z;07/02/2003;Archives privées;Dépôt;;;SYCOVIA;Archives du syndicat avant dissolution;;2,4;4
24;Archives municipales d'Avignon;Z;03/04/2003;Archives privées;Dépôt;;;Association au soutien de l'enseignement du droit;Registre de comptabilité de l'association avec conventions, bilans et actes de dissolution (1985-1995);;0,05;1
88;Archives municipales d'Avignon;62Z;17/05/2004;Archives privées;Dépôt;;;Conseil Culturel;Documentation du conseil culturel (Yvon Javel) concernant le Festival et diverses manifestations;;0,9;8
89;Archives municipales d'Avignon;103Fi;17/05/2004;Archives privées;Dépôt;;;Conseil Culturel;Festival et Expositions : Environ 10000 photographies.;;0,6;174
104;Archives municipales d'Avignon;10AV;03/11/2004;Archives privées;Dépôt;;;Fonséca;44 cassettes audio des conférences de l'association pour l'année 2003-2004. (octobre 2003 à mai 2004);;0,7;44
139;Archives municipales d'Avignon;Série Z;31/03/2005;Archives publiques;Dépôt;;;Inventaires des musées d'Avignon;Registres (copies) des inventaires des collections des Musées Calvet, Lapidaire, Requien et Petit Palais.;;1,4;37
349;Archives municipales d'Avignon;10AV;26/02/2008;Archives privées;Dépôt;;;Fonséca;41 cassettes (octobre 2006-mai 2007);;0;41
390;Archives municipales d'Avignon;989W;20/02/2005;Archives publiques;Dépôt;;;Musée Calvet;Inventaires des collections des musées Calvet, Requien et Petit Palais;;0;0
456;Archives municipales d'Avignon;38Z;05/08/2009;Archives publiques;Dépôt;;;Centre communal d'action sociale;57 articles du service de la comptabilité : factures, bilans... (2000-2006);;5,7;57
457;Archives municipales d'Avignon;17Z;01/10/2009;Archives publiques;Dépôt;;;Centre communal d'action sociale;167 articles du secrétariat général;;0;167
458;Archives municipales d'Avignon;17Z;01/10/2009;Archives publiques;Dépôt;;;Centre communal d'action sociale;8 articles du secrétariat général;;0;8
459;Archives municipales d'Avignon;17Z;01/10/2009;Archives publiques;Dépôt;;;Centre communal d'action sociale;20 articles du service de l'aide sociale;;0;20
460;Archives municipales d'Avignon;17Z;08/10/2009;Archives publiques;Dépôt;;;Centre communal d'action sociale;177 articles de la DRH;;0;177
461;Archives municipales d'Avignon;17Z;08/10/2009;Archives publiques;Dépôt;;;Centre communal d'action sociale;1 article du bureau de l'aide sociale;;0;1
462;Archives municipales d'Avignon;17Z;08/10/2009;Archives publiques;Dépôt;;;Centre communal d'action sociale;7 articles de la DRH (1966-2004);;0;7
463;Archives municipales d'Avignon;17Z469;08/10/2009;Archives privées;Dépôt;;;Centre communal d'action sociale;1 valise provenant du leg de Mme Lapleau au CCAS contenant des photos anciennes et quelques bibelots (2004) secrétariat général;;0;1
465;Archives municipales d'Avignon;17Z;20/11/2009;Archives publiques;Dépôt;;;Centre communal d'action sociale;223 articles petite enfance (1978-2007).;;0;223
466;Archives municipales d'Avignon;17Z;19/10/2009;Archives publiques;Dépôt;;;Centre communal d'action sociale;12 articles du secrétariat général;;1,2;12
470;Archives municipales d'Avignon;AV;23/11/2009;Archives privées;Dépôt;;;Lot de films super 8;Lot de 4 films Super 8 et 2 VHS réalisés par le syndicat CGT du centre hospitalier de Montfavet en 1981 à l'occasion des grèves et mouvements de lutte conduits pas ce syndicat.;;0,1;6
478;Archives municipales d'Avignon;104Z;23/09/2009;Archives privées;Dépôt;;;Association Avignon 2000;1 carton;;0,6;1
486;Archives municipales d'Avignon;1E510;20/01/2010;Archives publiques;Dépôt;;;Mairie annexe de Montfavet;1 registre de naissances, maraiges, décès 1909 état-civil de Montfavet;;0,1;1
647;Archives municipales d'Avignon;52Z;21/09/2012;Archives privées;Dépôt;;;Guichard, Jacques;Dossiers d'architecte, correspondance, plans.;;4;0
529;Archives municipales d'Avignon;51Fi10;07/02/2011;Archives publiques;Dévolution;;;Plan manuscrit du XVIIIème siècle;Projet de travaux et d'aménagement d'un immeuble pouvant être daté de la fin du 18ème siècle ou de l'époque Révolutionnaire.;;0,1;1
540;Archives municipales d'Avignon;OB;24/05/2011;Archives publiques;Dévolution;;;Clef en fer forgé;Clef de porte intérieure de l'ancienne maison Pastré à Avignon;;0,01;1
557;Archives municipales d'Avignon;Fi;19/09/2011;Archives privées;Dévolution;;;Photographies et documents audiovisuels;Flims, photos, livres etc...;;20;20000
642;Archives municipales d'Avignon;2Fi;24/07/2012;Archives publiques;Dévolution;;;Dessin imprimé;Planche imprimée d'un relevé du Palais des papes dressé par Henri Nodet;;0,01;1
14;Archives municipales d'Avignon;98Fi;03/03/2003;;Don;;;Fonds Jacques Michel;"Panneaux d'exposition sur ""Les Suisses""";;1;50
23;Archives municipales d'Avignon;Fi;03/04/2003;Archives privées;Don;;;Illustrations;2 projets d'illustrations (Bicentenaire 1989), 2 maquettes d'affichette électorale (Henri Duffaut).;;0,05;4
27;Archives municipales d'Avignon;1Per 290;07/05/2003;Archives privées;Don;;;Périodique;Journal le Dauphiné (1949 et 1974);;0,1;2
29;Archives municipales d'Avignon;1Per 291;15/05/2003;Archives privées;Don;;;Périodique;Le Méridional (1966 -1980);;5;101
58;Archives municipales d'Avignon;10AV;07/11/2003;Archives privées;Don;;;Fonséca;37 cassettes audio des conférences de Fonséca pour l'année 2003;;0,5;37
60;Archives municipales d'Avignon;Fi;17/12/2003;Archives privées;Don;;;Fonds Rullière-Libeccio;Typons d'imprimerie;;15;50
140;Archives municipales d'Avignon;105Fi;05/04/2005;Archives privées;Don;;;Fonds Willem Kok;862 Tirages photographiques noir et blanc du chantier de Donzère-Mondragon (1947-1953).;;0,8;862
142;Archives municipales d'Avignon;66Z;12/04/2005;Archives privées;Don;;;Fonds Françoise Baux (Les Baumelles);Archives comptables et familiales d'un domaine privé.;;2;74
163;Archives municipales d'Avignon;109Fi;09/11/2005;Archives privées;Don;;;Fonds Branche (oeuvres);Peintures et dessins (1920-1929;;0,5;100
164;Archives municipales d'Avignon;67Z;09/11/2005;Archives privées;Don;;;Fonds Branche (archives);Archives familiales et professionnelles de Pierre Branche, joaillier à Avignon.;;1;10
165;Archives municipales d'Avignon;Fi;25/11/2005;Archives privées;Don;;;Oeuvre d'art : Peinture d'André Rodet;;;0,05;1
184;Archives municipales d'Avignon;7Fi81-84;21/03/2006;Archives privées;Don;;;Photographies;Visite au palais des papes et au Théâtre d'Orange (1948).;;0,01;4
192;Archives municipales d'Avignon;Fi;01/06/2006;Archives publiques;Don;;;Plaques de verre;13 plaques de verre (format 13x18), en mauvais état, représentant des vues aériennes à caractère militaire.;;0,05;13
193;Archives municipales d'Avignon;10AV;02/06/2006;Archives privées;Don;;;Fonséca;47 cassettes audio des conférences de l'association pour l'année 2005-2006;;0,7;47
213;Archives municipales d'Avignon;1Z33;29/11/2006;Archives privées;Don;;;Cahier manuscrit et livre de raison (XIXème siècle);;;0,05;1
218;Archives municipales d'Avignon;11Fi;29/11/2006;Archives privées;Don;;;Un tirage positif grand format;Photographie représentant des soldats buvant l'apéritif dans une maison en ruines durant la guerre de 1914-1918.;;0,01;1
221;Archives municipales d'Avignon;7Fi;01/12/2006;Archives privées;Don;;;Photographies de salles de l'ancienne école des Beaux-Arts;2 photographies de Daniel ERKENS présentant la grande salle du rez-de-chaussée de l'ancienne école des Beaux-Arts (ex-caserne des Passagers, ex-Aumône Générale) servant de salle d'exposition à l'école.;;0,01;2
228;Archives municipales d'Avignon;8AV;04/12/2006;Archives privées;Don;;;2 réalisations vidéo de Gonzague Zeno;"2 DVD réalisés par Gonzague Zeno : La France et l'indépendance des Etats-Unis (2001) ; L'histoire d'Avignon (2006).";;0,05;2
241;Archives municipales d'Avignon;29Fi37;22/12/2006;Archives privées;Don;;;Cliché stéréoscopique;Une vue stéréoscopique de Lourdes;;0;1
242;Archives municipales d'Avignon;Fi;03/01/2007;Archives privées;Don;;;Portfolio imprimerie Laffont;Portfolio et calendrier de l'imprimerie Laffont pour l'année 2007 composé de 12 planches photographiques de Philippe Médard et orné de 12 textes de Stéphane Héaume.;;0,05;1
253;Archives municipales d'Avignon;71Z;06/02/2007;Archives privées;Don;;;Archives famille Poulin;"Registres des anciennes messageries Poulin (Avignon) ; correspondances des familles Poulin et de Saint-Priest ; documents divers (photographies, revues locales...) donnés par M. Patrice Panon, nouveau propriétaire de l'hôtel de Saint-Priest.";;2;0
256;Archives municipales d'Avignon;7Fi et 10Fi;13/12/2006;Archives privées;Don;;;Série de 15 clichés positifs (guerre 1939-1945);15 clichés portant sur la Libération de Paris et quelques scènes de la période d'occupation.;;0,02;15
278;Archives municipales d'Avignon;5Fi;28/02/2007;Archives privées;Don;;;1 négatif souple format 18x24;Négatif reproduisant le portrait de Madame Claude Champfray, oeuvre de Henry de Groux (1867-1930).;;0,01;1
280;Archives municipales d'Avignon;6Fi;12/12/1994;Archives privées;Don;;;Lot de 16 photographies ;16 photographies de format 6x9 dont l'auteur est inconnu. Elles peuvent avoir été prises avant mai 1944 ou antérieurement s'il s'agit de petits tirages vendus sur place.;;0,05;16
281;Archives municipales d'Avignon;3Fi;09/07/2001;Archives privées;Don;;;Carte d'Etat-Major, de la région d'Avignon;Carte d'Etat-Major, du Service Géographique de l'Armée, feuille d'Avignon, révisée en 1906, à l'échelle 1/200e;;0;0
283;Archives municipales d'Avignon;6Fi;22/03/2007;Archives privées;Don;;;Lot de photographies de la famille Suau (personnel de l'Octroi);"Photographie représentant Louis Suau, le responsable de l'octroi de la porte du Rhône, avec sa famille ; un cliché 10x13 représentant le personnel de l'octroi dont Louis Suau, à l'octroi de la porte de la Ligne ; un portrait de Louis Suau ; une carte postale représentant les remparts d'Avignon, la porte du Rhône et l'édifice de l'octroi ; un portrait colectif représentant la famille Di Felice vers 1914 dont descend par sa mère Anna Janine Aramand née Suau.";;0;5
335;Archives municipales d'Avignon;;07/12/2007;Archives privées;Don;;;Trois DVD de la télévision japonaise NHK;Trois DVD portant trois documentaires sur Jean-Henri Fabre dans lesquels des documents appartenant aux archives d'Avignon ont été exploités. Ces trois DVD ont été transmis en justification de reproductions.;;0,01;3
351;Archives municipales d'Avignon;Bibliothèque;10/03/2008;Archives privées;Don;;;Le Groupe des Treize;Film sur DVD de Raphaël Mérindol et Fabrice Lepeltier (2008).;;0,05;1
407;Archives municipales d'Avignon;AV;22/12/2008;Archives privées;Don;;;1 DVD documentaire;"Maquette d'un DVD ""Extases"" consacré à l'artiste Ernest Pignon-Ernest contenant interview et diaporama réalisé par Jean-Luc Seille.";;0,05;1
418;Archives municipales d'Avignon;1Z35;09/02/2009;Archives privées;Don;;;Documents sur le Groupe Radical Socialiste d'Avignon;Divers documents (listes de membres, compte-rendus de réunions, presse, tracts...) touchant au Groupe Radical Socialiste d'Avignon réunis par M. Félix German, ancien adjoint au maire de la municipalité Daladier.;;0,2;1
419;Archives municipales d'Avignon;74Z;09/02/2009;Archives privées;Don;;;Archives Alexandre Lefeuvre;Documents ayant appartenu à M. Lefeuvre, ancien conseiller municipal sous les municipalités Duffaut. Concernent les budgets, les Jumelages, l'entente bouliste, la mutuelle et l'association des anciens combattants + budgets et  comptes administratifs.;;1,5;11
421;Archives municipales d'Avignon;121Fi;30/11/2002;Archives privées;Don;;;Photographies numériques;43 photographies numériques de Olivier Huet, architecte plasticien, représentant les inondations de 1994, Avignon sous la neige en 2002 et des travaux sur le Rocher des Doms en 2000.;;0,1;43
426;Archives municipales d'Avignon;1Z;31/03/2009;Archives privées;Don;;;Trois documents privés;"Demande d'emploi du sieur Payen (1844) ; Certificat de bravoure décerné au sieur Pialat (1841) ; Avis avant contrainte (1876).";;0,01;3
428;Archives municipales d'Avignon;Fi;03/04/2009;Archives privées;Don;;;Maquette papier aquarellée d'un programme du théâtre municipal;Oeuvre encadrée de C. Pendola (gouache et aquarelle). Projet de couverture du programme officiel du théâtre municipal dans les années 1920 (?). H et F. Moureau étaient alors directeurs. Format : 18,8X30 (vertical).;;0,05;1
433;Archives municipales d'Avignon;58Z;27/05/2009;Archives privées;Don;;;Famille Lesur;Ajout du 27 mai 2009, prend la suite du 58Z ;;0,5;1
436;Archives municipales d'Avignon;62Z;27/06/2009;Archives publiques;Don;;;Conseil culturel;6 box;;3;6
439;Archives municipales d'Avignon;7Fi;13/08/2009;Archives privées;Don;;;1 photographie de la démolition de la tour A de Champfleury;Tirage papier RC 18x24.;;0;0
440;Archives municipales d'Avignon;49Fi;20/08/2009;Archives privées;Don;;;Lot de 52 photographies de 1944;52 photographies des bombardements, destrsuctions et Libération d'Avignon en 1944. Prend la suite d'un don précédent classé en 49Fi;;0,1;52
467;Archives municipales d'Avignon;70Z;21/10/2009;Archives privées;Don;;;Collection de documents sur le Festival d'Avignon;;;5,5;0
479;Archives municipales d'Avignon;1Z;17/12/2009;Archives privées;Don;;;Document privé 1876;Commande de produits de la maison commerciale Valentin Guérin et Fils (Avignon);;0;1
480;Archives municipales d'Avignon;1Z;22/10/2009;Archives privées;Don;;;Dossier Fondation Flandreysy-Espérandieu;Divers documents concernant le fonctionnement de la Fondation Flandreysy-Espérandieu (1944-1982) constitué par Me Sénac-Amic. Une pièce manuscrite du XVIIIème siècle. Une enveloppe postale au nom de M. Frédéric Granier.;;0,05;1
481;Archives municipales d'Avignon;49Fi;24/12/2009;Archives privées;Don;;;Photographies;Ensemble de photoghraphies anciennes et contemporaines avec un album sur Avignon.;;0,1;100
483;Archives municipales d'Avignon;Num;30/12/2009;Archives privées;Don;;;Document sur CD;"Cd contenant un fichier ""Une journée à Roberty"" réalisé par Jacques Maiorino.";;0,05;1
484;Archives municipales d'Avignon;Bibliothèque;23/12/2009;Archives privées;Don;;;Album documentaire Avignon-Digne;"Album ""Glane d'Art"" de J.-Léon Mariaud, publi&é en 1922 et contenant XX planches reproduisant des dessins de l'auteur.";;0,05;1
493;Archives municipales d'Avignon;Fi;13/10/2010;Archives privées;Don;;;Lot de cartes d'Etat-Major;Lot de cartes d'Etat-Major de la région d'Avignon;;0,05;42
494;Archives municipales d'Avignon;Attente;29/01/2010;Archives privées;Don;;;Plan relief du département de Vaucluse;"Grande maquette représentant le département de Vaucluse et ses abords. Réalisée par ""Seignour"", vers 1890/1900. Trouvée par le donateur dans sa maison de l'Isère ayant appartenu à un certain Louis Roche qui aurait été professeur de philosophie dans un établissement scolaire avignonnais.";;1,2;1
496;Archives municipales d'Avignon;1Z40;09/02/2010;Archives privées;Don;;;Dossier archives sur le Rhône au XIXème siècle;Lot de documents manuscrits et imprimés ayant trait au Rhône, à la navigation, aux transports fluviaux au XIXème siècle. Documents provenant d'archives familiales de la région de Roquemaure (Gard).;;0,05;1
497;Archives municipales d'Avignon;9Fi;09/02/2010;Archives privées;Don;;;2 cartes postales;Cartes postales reproduisant deux oeuvres de Noëlle Niccolo-Barraque, artiste avignonnaise.;;0;0
500;Archives municipales d'Avignon;15Fi;16/02/2010;Archives privées;Don;;;Fichiers numériques;3 fichiers numériques de plaques de verre représentant, le pont, le Palais des Papes, la place de l'Horloge vers 1880.;;0,05;3
502;Archives municipales d'Avignon;15Fi;24/02/2010;Archives privées;Don;;;1 CD de photographies de la prison Sainte-Anne;CD contenant 262 images réalisées en novembre 2009 sur le site.;;0,05;1
503;Archives municipales d'Avignon;10AV;02/03/2010;Archives privées;Don;;;Fonséca;Lot de 43 K7 audio des enregistrements des conférences faites à Fonséca pour la saison 2007-2008. Lot de 42 K7 audio des enregistrements des conférences faites à Fonséca pour la saison 2008-2009.;;1,3;85
511;Archives municipales d'Avignon;65Z;15/05/2010;Archives privées;Don;;;Fonds Amic-Sénac;Archives familiales et industrielles de la famille Amic -Sénac;;10;10
512;Archives municipales d'Avignon;Bibliothèque;06/05/2010;Archives privées;Don;;;Films Palais des Papes;2 DVD produits par RMG-Palais des Papes et réalisés par l'oeil et la Mémoire : L'élection du Pape au Palais d'Avignon - Au coeur de la vie pontificale, le Grand Tinel;;0,05;2
515;Archives municipales d'Avignon;74Z;02/07/2010;Archives privées;Don;;;Archives Alexandre Lefeuvre;Documents privés de la famille Lefeuvre;;0;0
517;Archives municipales d'Avignon;AV;05/07/2010;Archives privées;Don;;;"1 DVD documentaire ""Les habitants du Rhône""";Film documentaire réalié par Denis Blanc dans le cadre d'une formation de l'IMCA (Avignon). Ce reportage porte sur la vie des péniches sur le Rhône.;;0,05;1
524;Archives municipales d'Avignon;10AV;04/03/2011;Archives privées;Don;;;Fonséca;Lot de 14 K7 audio des enregistrements des conférences faites à Fonséca (octobre-décembre 2009). Lot de 30 K7 audio des enregistrements des conférences faites à Fonséca (janvier-mai 2010).;;0;44
528;Archives municipales d'Avignon;AV;18/04/2011;Archives privées;Don;;;DVD documentaire-fiction;DVD d'un documentaire-fiction consacré à saint Benezet, le créateur du pont d'Avignon. Réalisé par Delphine Dupont et Pascal Paradis. 2011;;0,1;1
532;Archives municipales d'Avignon;OB;13/05/2011;Archives privées;Don;;;Horloge murale;Horloge murale de l'ancien Hôtel Crillon d'Avignon (rue de la République) qui ornait le grand salon de l'établissement. Cette pièce a été récupérée au moment de la vente de l'immeuble, à la Banque Chaix.;;0,1;1
533;Archives municipales d'Avignon;Z;13/05/2011;Archives privées;Don;;;Lot de pièces manuscrites des XVIIIème et XIXème siècles;Lot de pièces manuscrites des XVIIIème et XIXème siècles;;0,1;1
534;Archives municipales d'Avignon;116Fi;13/05/2011;Archives privées;Don;;;Lot de photographies;Environ 5000 photographies et reproductions de documents rassemblés pour la publication de divers ouvrages historiques par M. Hervé Aliquot;;1,4;5000
536;Archives municipales d'Avignon;46Z;13/05/2011;Archives privées;Don;;;Trois dossiers famille Contesso;Trois dossiers concernant l'hôtel Dominion et l'hôtel Crillon.;;0,1;3
537;Archives municipales d'Avignon;OB;13/05/2011;Archives privées;Don;;;Extrémité de poutre d'immeuble;Morceau de poutre à l'extrémité scluptée ayant appartenu à un immeuble (XV-XVIème siècle) de l'intra-muros. Provenance inconnue;;1;1
538;Archives municipales d'Avignon;129Fi;25/05/2011;Archives privées;Don;;;Divers documents et objets;"Album photographique des bombardements de 1944 ; Album photographique de Mlle Zette Ely, concernant ses études à l'école d'infirmières d'Avignon en 1935 ; 2 gravures d'Avignon au XIXème ; 2 gravures des antiques ; 1 dourgue utilisée à l'hopital Sainte-Marthe pour servir du vin aux malades ; un morceau de l'arceau de la commanderie de Saint-Jean le Vieux ; un rateau pour nettoyer les canisses des vers à soie (privenance Bollène)...";;0,2;5
539;Archives municipales d'Avignon;Bibliothèque;25/05/2011;Archives privées;Don;;;Ouvrages imprimés;Règles, statuts et privilèges des pénitents noirs de la Miséricorde... édition avignonnnaise de 1712 avec un ex-libris de Jean-Baptise Guérin daté du 17 avril 1775. Discours à l'Athénée du citoyen Thomas (an 12). Article sur Jean-Perrinet Parpaille par de Vissac. Article sur la jardin botanique d'Avignon par L. Germand.;;0,01;1
541;Archives municipales d'Avignon;50Z;01/06/2011;Archives privées;Don;;;Association La Sardane;Archives de l'association amicale catalane;;1,5;20
546;Archives municipales d'Avignon;Fi;21/07/2011;Archives privées;Don;;;Lot de 14 photographies;14 photographies des inondations d'Avignon (2003 ?);;0,01;14
548;Archives municipales d'Avignon;56Z;26/07/2011;Archives privées;Don;;;Documents et ouvrages;5 ouvrages, 14 cartons d'archives personnelles.;;2;19
549;Archives municipales d'Avignon;OB;02/08/2011;Archives privées;Don;;;Médaille;1 médaille en nickel représentant Avignon intra-muros, 10ème tour des remparts 1987;;0;1
558;Archives municipales d'Avignon;3Fi16;22/09/2011;Archives privées;Don;;;Vue aérienne;1 plan aérien d'Avignon (1978) (139,7 x 109,2);;0,01;1
561;Archives municipales d'Avignon;121Fi;08/09/2011;Archives privées;Don;;;Lot de documents divers;"Plan de l'Invasion d'Avignon (2000). Plan pour s'égarer de la Cie Samba'l (1994). 2 fausses affiches remparts et intra-muros. Projet dessiné ""une vague culturelle pour l'an 2000"". Livre/catalogue original de l'exposition ""Architectures, Parcours d'une ville imaginaire"" (juillet 1997).Recueil préparatoire au projet ""drôle de plan"". 2 épreuves du recueil ""drôle de plan"".";;0,1;10
567;Archives municipales d'Avignon;121Fi;11/02/2010;Archives privées;Don;;;Projet Conjonction amicale Avignon-Sienne;Projet en fichier numérique de Olivier Huet pour commémorer le 50ème anniversaire des villes jumelles.;;0,01;1
573;Archives municipales d'Avignon;1Z41;27/09/2011;Archives privées;Don;;;Lot de documents;Carton de pièces diverses provenant de M. Philippe Chabro ancien directeur des Chorégies d'Orange.;;0,2;1
587;Archives municipales d'Avignon;11Fi193;20/12/2011;Archives privées;Don;;;1 phototypie;1 Phototypie de Philippe de Girard dédicacée par la baronne de Pagès;;0,01;1
588;Archives municipales d'Avignon;3Fi22;20/12/2011;Archives privées;Don;;;Carte d'Etat-Major de 1906;Carte d'Etat-Major au 50.000ème d'Avignon et de la partie sud du département de Vaucluse.;;0,01;1
589;Archives municipales d'Avignon;8Fi3211-3246;20/12/2011;Archives privées;Don;;;Album de 36 cartes postales;Album relié de 36 cartes postales des fresques du palais des papes, éditions Levy et Neurdein.;;0,01;36
